,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
"(np.int64(65), 'D06BB03')",-0.12765375,0.12082807,-0.22553593,-0.0573882,0.21141547,0.19170749,0.41977748,0.54326564,0.33558178,-0.88053685,0.625916,-0.30242288,-0.40929058,-0.620176,0.6494823,-0.015274912,-0.28933138,0.47996092,0.06807645,0.117668554,-0.26963055,-0.004227221,-0.57918143,0.06669301,1.1443359,0.2064231,0.21119972,-0.6216341,-0.69096833,0.9563196,0.9607523,0.41240546,-0.47152877,0.38749972,-0.39670512,-0.3412039,0.042303115,-0.23424117,-0.20032333,0.34926072,-0.099309936,-0.19686161,0.033386227,0.5344204,-0.57414395,-0.74394214,-0.3803999,0.6145791,0.5130088,0.611199,0.21205205,-0.4262416,0.054396853,-0.40494922,0.20469129,0.09635483,-0.18952486,-0.6497723,-0.38113743,0.31886756,0.5508675,-0.6860566,-0.050157245,0.5001652
"(np.int64(65), 'J05AB01')",-0.008792266,0.02431219,0.118990846,0.13349669,0.29689828,-0.43424898,0.16665152,0.8047291,0.53986925,-0.5659854,0.31113863,0.064797,0.6657813,0.119962215,0.038430214,-0.48612124,-0.69174653,-0.0046017766,0.15965886,-0.62451565,-0.069913805,-0.16940877,-0.41681623,0.3875771,0.20589112,0.13297553,-0.62881947,-1.0516456,-0.70287573,0.30607072,0.33667877,-0.01643053,-0.011325523,-0.020315662,-0.4284756,-1.0303745,1.0184779,-0.515471,-0.0696321,0.23281507,-0.51864654,0.13578597,-0.081680626,0.3798373,0.14695156,-0.46323067,-0.41973415,0.44541758,0.44102144,0.2392936,0.25701177,-1.01825,-0.6918787,-0.3989601,-0.03467358,0.33299643,0.29624248,-0.0012312606,0.053230166,0.29963985,0.6327466,-0.5196621,-0.10114333,0.5872095
"(np.int64(65), 'S01AD03')",-0.23742679,1.01061,-0.71803266,-0.21563675,-0.26815864,-0.067772485,-0.5397331,1.0415295,0.36204848,0.454018,-0.5770858,0.30718565,0.11103333,1.1950489,-0.37737858,-0.23717758,0.08066943,0.89072895,1.300734,0.260484,1.0992326,0.11445098,-0.8395232,-1.247673,0.35278362,0.56715727,0.7206953,-1.0090677,0.74201316,0.72170514,0.274834,0.01179944,-0.38708186,-0.5979459,-1.2779316,-1.0895408,0.40147367,-1.5271456,-1.2375015,-0.06529045,-1.1376717,-0.33595327,0.22647452,1.1908568,0.4064753,0.2714587,0.60269344,-0.3736689,0.8200471,0.47753444,0.074215345,0.21734236,0.61540884,1.2536571,0.3913303,0.95248705,0.17720371,-0.70408934,-0.7975308,-0.54113173,0.7395835,-0.5239728,0.08361319,-0.94406885
"(np.int64(66), 'D10AD03')",-0.07060425,0.14957213,-1.8197988,-1.8616728,-0.034886047,-0.04006263,-1.2824081,-0.6281153,-1.0395932,1.1268678,-1.2767764,0.4220935,0.04326728,0.043692753,-1.2263749,0.96414304,0.82394445,0.8513025,1.7876467,-0.734154,1.7265222,0.23220883,0.8926456,-1.292174,-1.3444327,-0.64179593,0.16695763,-0.40562952,1.5612837,-0.11346412,-0.05552254,0.8390321,-0.56630933,-0.6880282,-0.41080827,0.1628088,-0.51297647,0.38046572,0.9649259,-1.8688927,-0.22525924,-0.5087567,1.0794961,0.29654172,2.3163726,-0.42403835,0.94989395,-0.18674806,0.7111498,0.12264362,-0.37357402,0.89412177,0.21810736,0.81090856,-0.18646073,-0.7355825,-1.3358967,0.3612718,0.083470926,-1.4788162,-0.94598526,0.9616879,0.6236731,-0.1027762
"(np.int64(67), 'J05AF08')",0.70068663,0.8999183,-0.59627485,-0.575127,0.62421656,0.19865277,-0.15849464,0.7346406,-0.356714,0.18892388,-0.81154245,1.0737638,0.093842044,0.46676153,-1.8973635,1.0000393,0.6731597,-0.5382109,1.282243,-0.61007404,1.179377,0.737681,0.34799877,-0.8097104,-1.2087764,0.10523704,-0.663756,-0.6349434,1.5027081,0.49922544,-0.35246223,0.6157849,-0.6817255,0.30026096,0.57905614,-0.21708587,0.33101046,0.4660011,-0.2893927,-1.2419152,-0.54228824,0.5739751,1.6585673,-0.71100366,1.2640083,0.94067216,1.251487,-0.3149794,1.0571166,0.74516714,0.21846737,0.637326,0.4892168,1.0409626,-0.023053646,-0.9216423,-0.11605104,1.1283062,-0.8069718,-1.7186311,-0.54075277,1.1711956,0.8008939,0.18612652
"(np.int64(68), 'C01EB10')",-1.0457504,0.16124712,0.9567909,0.7620493,-0.23118538,0.6200732,0.5175268,0.6324283,1.1488823,-1.1788043,1.314524,0.20597643,0.39706537,0.29040235,1.4500543,-0.53385705,-0.57983315,0.05667059,-0.2728933,0.65552104,-1.8958852,0.09046003,-1.9776431,0.5779179,1.1918114,-0.14861639,0.14162776,-0.44687384,-1.7110624,1.2971373,0.8281408,0.18422672,-0.578079,0.575728,0.20231047,-2.126207,0.150485,-1.4894743,-0.2577029,1.1879567,-0.4608074,0.29928848,-0.21237585,0.9357593,-1.729557,-1.030229,-1.0908406,0.08674207,-0.68753266,0.9116486,0.2109548,-1.4963913,-0.16637397,-1.2273264,-0.4114038,0.59042245,-0.29615176,-1.0975554,-0.27112585,1.4347188,1.3233464,-1.1705539,0.1837988,-0.47283924
"(np.int64(68), 'J05AB03')",-0.06670528,-0.14836931,-0.27599904,-0.08879523,0.24799144,-0.7680213,-0.015470475,0.30551484,0.122304395,-0.4616542,0.47658992,-0.12739919,0.56137216,0.35786662,0.0010138154,-0.5674257,-0.6160582,-0.16686846,0.123579636,-0.6902168,0.14495617,-0.034352057,-0.43973815,0.04825706,0.09932694,-0.035116963,-1.0799088,-0.93984,-0.5364121,0.5093841,0.3249451,-0.19531001,0.39540884,-0.49798208,-0.32405275,-0.68573934,0.71148306,-0.56042427,0.51861954,0.15576583,-0.8582436,0.27444422,-0.10774615,0.5562756,0.17432572,-0.06696516,-0.3595062,0.15937653,0.3107038,-0.0898349,0.016562581,-0.8301542,-0.60574114,-0.58050346,0.08079262,-0.019824468,-0.21216655,0.20981236,0.08157864,0.072282314,0.87072,-0.6120633,-0.28456938,0.032975785
"(np.int64(68), 'S01AD06')",-0.2853699,1.5369917,-1.1397955,-0.14787412,-0.31390926,0.08713599,-0.5898389,1.5240927,0.47604078,0.500334,-0.5692849,0.39836603,0.25112796,1.4965587,-0.16135739,-0.3888995,0.18571584,0.9166457,1.3209717,0.68651754,0.81695276,0.6178674,-1.1223102,-1.2872223,0.3582114,0.59839004,1.0652676,-0.92956376,0.63188225,0.82016134,0.04928273,-0.18955457,-0.35131842,-0.41043472,-1.5658358,-0.87457514,-0.15377457,-1.7361964,-1.4226203,0.09796089,-1.351039,-0.51956767,0.4310963,1.0950807,0.5472493,0.18356884,0.50755495,-0.24432333,0.6523555,0.6778012,0.11327722,0.28384408,0.86090994,1.0189903,0.6403398,1.0880752,0.15152806,-0.67015296,-0.78670514,-0.4233787,1.0822992,-0.4682722,0.14475718,-1.4456112
"(np.int64(69), 'N06AX22')",-0.35761386,0.17032097,-0.30048186,-0.20689535,0.080062024,-0.007791348,-0.2588835,-0.19887371,-0.39409536,-0.19688931,0.379277,-0.17170334,-0.05150356,-0.0062473826,0.54000115,-0.23769544,-0.14008942,0.60729444,0.12778859,-0.114491746,-0.07346189,-0.05648624,-0.5012486,0.11436789,0.4175864,-0.15583353,-0.021688104,-0.28211996,-0.22393326,0.54916584,0.2997922,-0.25020194,-0.26598778,0.09237976,-0.68392086,-0.66956544,0.14442624,-0.19063114,-0.2830114,0.42322987,-0.09853923,-0.16225618,-0.45921135,0.4792392,-0.2414286,-0.66570807,-0.06350045,0.43027085,0.41335806,-0.5797956,0.37262815,-0.31838024,-0.21896279,-0.5949503,0.2138414,0.15611242,-0.15342501,-0.59689337,0.3528117,0.1422648,0.36913168,-0.7451106,-0.0271292,0.5241759
"(np.int64(70), 'D07AB10')",0.57151914,0.41835564,-0.44794378,-0.85736597,0.70823884,0.8481921,0.2564171,0.840305,0.30096745,0.20174877,-0.8612515,0.106510356,1.2282817,0.82808656,-0.56618786,0.46142077,0.54859,-0.6599916,1.4564308,-0.42460203,0.37522942,0.4015008,0.020549959,-0.11512606,-1.6566497,0.57029754,-0.909579,0.024441935,1.2469732,0.26406837,-0.33440837,0.11037889,-0.15881662,-0.1872536,0.80695087,-0.8645513,-0.36987,0.22497508,0.25608686,-1.4442255,-0.6134106,0.27314955,1.5669286,-0.062681064,0.0076007843,0.8616282,0.89987266,-0.056361873,0.07674633,0.3277624,-0.6635088,0.9600668,0.7257557,0.7103443,0.0076399148,-1.2656981,-0.64501745,0.8184875,-0.23843268,-0.9858564,-0.598492,0.5493514,-0.2519013,-0.081449136
"(np.int64(70), 'S01BA10')",-0.23091134,0.023071805,0.12549058,0.35126448,0.526284,0.79337895,-0.80567896,0.13575223,0.14985144,0.32443142,-1.0543143,0.42168668,-0.015449971,0.52146304,-0.9399077,1.0083429,0.36170042,-0.112057805,0.4554851,0.55058163,0.4141974,0.85238826,0.34138706,0.03334385,-0.97118735,0.110129714,-0.41426745,-1.0261363,-0.5710492,-0.1983988,-1.2829062,1.2381207,-0.60291535,0.5695268,0.3986715,-1.3433942,0.72137386,-0.040935308,0.23324183,-0.41398337,-0.72783995,0.31148142,0.89577276,-0.6210654,0.49082586,-0.5410507,-0.45117763,-0.4169875,-0.07810711,1.5298537,0.19799629,0.2357218,0.559286,-0.29898596,0.03074786,0.104121074,0.10910412,0.48648998,-0.095670804,0.28514773,0.329345,0.90029424,0.23732801,-0.6415477
"(np.int64(71), 'N01AH02')",-0.23297691,0.36963835,-0.1833852,-0.029399991,0.17808823,0.7219336,0.20922014,0.1583856,0.60552853,-0.55483866,0.06017351,-0.14943591,-0.032446302,0.5881613,-0.08384774,0.022530949,0.0126930475,0.6046217,0.45239592,0.12726101,-0.4452831,0.013783047,0.0042881668,0.25033045,0.61998725,-0.09228806,0.016490825,-0.37800586,-0.32110998,0.46054727,0.5335189,-0.25359246,0.010695219,0.5418549,0.14271796,-1.8467535,0.13639212,-0.4443088,0.21682738,-0.19918555,-0.6795659,-0.3860665,-0.10697165,0.37256187,0.07740988,-0.77423286,-0.38567695,0.048842974,-0.2739108,1.0171149,0.041408166,-0.018480197,-0.5466332,-0.13944475,0.21985218,-0.16996019,-0.0701921,-0.5061717,-0.1279192,0.76799643,0.09326713,0.07451275,-0.18764248,0.18304697
"(np.int64(72), 'G04CA01')",-0.16463658,0.066421166,-0.32566932,-0.34407073,-0.4829835,-0.3563702,-0.4138006,-0.112222865,-0.47700533,0.08634217,-0.19552131,0.14918578,-0.22003701,0.36273366,0.08547639,0.3767741,0.07407047,0.17147464,0.29657888,-0.15647769,0.35057452,-0.16995594,-0.084515765,-0.73101085,-0.032512166,-0.35875213,0.38744423,-0.17424196,0.19541368,0.14282812,-0.10232063,0.023410525,-0.5195278,-0.1358246,-0.3150186,0.04572857,-0.328212,-0.3297669,0.044796117,-0.12071018,-0.69961685,0.1538356,-0.07311817,-0.072682254,0.75811565,-0.23155802,-0.00073996,0.15004762,0.6502607,-0.22399609,0.10959527,-0.25357646,0.13881435,-0.124185055,0.017074354,-0.31123388,-0.42116213,-0.21195523,-0.09380314,0.13601075,0.12856579,-0.15376945,0.2750891,-0.45246813
"(np.int64(73), 'C09XA02')",0.9281299,-0.028625451,-0.38256288,-0.095654964,0.095019445,0.8472022,0.5008029,0.37978652,0.2659526,0.57664657,-0.5052645,-0.26945987,1.1768602,0.50847745,-1.2475201,0.72050613,1.0649669,0.0639725,0.6407873,-0.48580158,0.3548588,1.0750114,0.5218181,-0.8457771,-1.1475674,-0.15824042,-0.118637696,0.16025686,1.0281273,0.28902847,-0.4478717,0.39489055,-0.08256948,-0.6036075,0.010461405,-0.016565025,-0.34156412,0.29689112,-0.1527865,-0.90805584,-0.6218983,0.09860271,1.0850661,-0.59897655,0.95756483,0.9254011,0.4345704,0.48176003,-0.1650477,-0.06543408,-0.009436108,0.5729021,0.16327734,0.71600926,0.44975427,-0.3272001,-0.2304039,0.67638767,-0.066503346,-0.15871266,-0.8939822,0.40838885,-0.14735179,-0.27330816
"(np.int64(74), 'M04AA01')",-0.76050156,-0.084445775,0.14051718,-0.52522516,0.0026194751,0.21654399,1.6914006,0.7509112,0.55274177,-0.9990378,1.372192,-0.5101564,0.72372246,0.07968699,0.25954136,-0.24109721,-0.6277797,0.42555258,0.7451793,-0.29710764,-0.5671387,-0.51735747,-1.2994548,0.61636835,0.6176096,0.4940104,0.43450272,-0.44939655,0.3134395,1.6745422,1.4810138,-0.255198,-0.93778896,0.15074147,0.17869776,-0.7167849,-0.46552548,-0.429289,-0.14472976,0.58510333,-0.8540688,-0.23464572,0.10846565,1.4536607,-0.59250355,0.09931813,-0.09587621,0.42068958,0.26525262,0.6143609,-0.15454368,-0.68304086,-0.9868443,-0.6071951,-0.34179914,-0.18072647,-0.4225319,-0.19900846,-0.9726683,0.4750381,1.1403656,-1.233731,0.16945839,0.90067637
"(np.int64(75), 'N02CC05')",0.08594639,0.37422723,-0.34457552,-0.15573175,0.07843951,0.33687723,0.15226646,0.48737496,0.15095305,-0.16109055,-0.18089798,-0.21316943,-0.22551906,0.62493,-0.2125405,0.109554745,-0.08706343,-0.017777175,-0.00636936,0.21983889,-0.021121532,0.0949743,-0.29729432,-0.31869453,0.23790821,-0.055328615,-0.006312046,-0.18359405,0.21216592,0.88724434,0.107441425,0.13137992,-0.097005665,0.21564472,-0.621867,-0.38267338,0.043751314,-0.09213424,0.06942973,0.49871293,-0.09761539,-0.21109796,-0.011924386,0.49627945,0.18283138,-0.14462484,0.25806552,0.02481629,0.20582078,0.10621493,0.21489426,0.33794928,0.080662996,-0.06474036,0.1919876,0.2531128,-0.03169861,-0.007687174,0.08850325,-0.04078527,0.111407325,0.055763945,0.5624526,0.16029489
"(np.int64(76), 'A03AE01')",-0.09498085,0.9113513,-0.19435887,-0.287803,0.38287145,0.3420275,-0.43226635,0.17858258,-0.7933654,0.17306946,-0.8057023,0.4563135,0.30051735,0.27245235,-0.73021615,0.50446415,1.0094069,-0.26041955,0.6986224,0.21608737,0.22063127,0.411878,0.6039188,-0.4120906,-0.27020577,-0.67818016,0.11744102,-0.62783456,0.75624186,0.16117269,-0.3804609,0.5062092,-0.2214355,-0.63572365,0.20622845,-0.075102374,0.34701598,-0.05548685,0.103205115,-0.5757337,-0.3941694,0.4263342,0.5948621,-0.43872398,0.9528315,0.28950942,0.5584765,0.20245042,0.43566614,-0.16097087,-0.049337603,0.6334075,0.35592723,0.5133277,-0.06286849,0.29710415,-0.058320925,0.22938342,0.23490918,-0.7230212,-0.13236079,0.5064277,-0.12494853,-0.11409353
"(np.int64(77), 'C02KB01')",-0.08109765,-0.31936058,0.7194777,0.23935232,0.65523034,0.35824877,0.8395695,1.0209427,0.45544797,-1.0798436,0.85219264,-1.0584536,0.6267558,0.4576128,1.4178935,0.40400404,-0.17606957,-0.6694126,-0.6798055,-0.04192482,-1.2723646,0.3422005,-0.19506815,0.598239,0.74306625,0.7641876,-0.18119645,-0.37430716,-1.4297911,0.9443191,1.1570114,0.9460762,-0.4987213,0.40000698,0.43475562,-1.4215229,0.14019503,-0.7391898,0.09389881,0.29945448,-0.7948705,0.27652434,-0.3376016,0.97405154,-1.395935,-0.77400094,-1.1717936,0.34755194,-0.0076772496,0.85297626,-0.13385351,-0.25064927,0.023821011,-1.2649207,-0.2838335,0.46300352,-0.32562393,-0.953653,-0.41236353,1.017214,0.7593168,-0.5442812,-0.30498785,0.44050598
"(np.int64(78), 'A06AH02')",-0.051776335,0.34707654,-0.87861764,-0.07158139,-0.7515384,-0.35349157,-1.0803428,0.0071130097,-0.1358898,1.1311662,-1.2899448,0.6623531,-0.23130748,1.2887018,-1.961462,0.8913662,1.0350028,1.2197788,0.83362544,0.020033523,2.8126156,0.5369375,1.394392,-1.4377201,-1.3010156,-0.6875218,1.2497061,0.049652517,1.5606291,0.36131755,-0.26216954,0.273292,0.13653724,-0.67718923,-0.509583,0.05419205,-0.1518658,0.18049192,0.79480475,-1.010932,0.27637124,-0.27522075,1.1547157,-0.2959106,1.8555441,-0.15265186,1.3759123,-1.143035,0.40479454,0.40552348,0.33249855,0.610041,-0.45300022,1.348751,0.38516632,-0.035171658,-0.45190263,0.79771966,-0.5671823,-1.1109588,-0.5811447,1.1223134,1.0179468,-0.17982355
"(np.int64(79), 'N04BB01')",0.1810469,0.13967451,0.68857133,0.027805999,-0.025267724,0.10389361,0.6676684,0.7402584,0.5224178,-0.8309058,1.0021733,-0.19225615,0.46429697,-0.15988554,0.76536965,-0.43531686,-0.93545866,0.78556526,-0.83592844,0.023907349,-0.67383146,0.12496884,-1.1589549,0.042176493,0.078312114,0.4170105,-0.13947381,-0.2821027,-0.7364421,0.7638292,0.77695936,0.14109942,-0.3164532,0.45529976,-0.1610229,-0.9927506,0.57257426,-0.89508945,-1.0063405,0.49668452,-0.37758526,0.050078556,0.065574676,0.11610764,-0.9962932,-0.12475386,-0.44379503,0.3973994,-0.049704403,0.44056755,0.10269469,-0.43376815,0.0626391,-0.3838857,0.2156226,0.7840884,0.1747718,-0.46031922,0.047737956,0.6742925,0.8590563,-0.7224734,-0.23026597,0.157584
"(np.int64(80), 'C02KX02')",0.23269993,-0.37423337,-0.6477605,-1.1443961,-0.51791376,-0.31520787,-1.4617552,-0.543709,-1.065371,0.91808367,-0.6688669,0.16525552,-0.0013646632,1.35959,-0.5816182,0.5374838,1.3224423,0.62577534,1.7149038,-0.7153208,1.5547516,0.8880686,0.24405771,-1.5078728,-1.0470582,-0.38395444,-0.2428974,-0.5663261,0.67218924,0.14795923,-0.45730737,0.451197,-1.3759527,-0.027769752,-0.38075346,-0.7767302,-0.22086723,0.17472114,0.3681775,-1.348453,-0.7632884,0.19099998,0.3471472,0.6020371,1.113322,0.36984575,1.1339108,0.10803172,1.0579857,-0.28483987,-0.48797232,0.34927756,0.20135841,0.5558062,-0.059136927,-0.4851473,-1.1907752,0.025166288,0.075473204,-0.8646422,-0.6540277,0.068077296,0.06325831,0.20806342
"(np.int64(81), 'D07AC11')",0.45614272,0.657838,0.043667495,0.08383526,0.40162557,0.19540715,0.30603522,0.5819939,0.0308168,-0.038269542,-0.616135,0.42711505,0.6517085,0.42146417,-0.43874705,0.75319517,0.18832207,-0.45063025,0.5111201,-0.26993936,0.31062183,0.38822848,-0.2715645,-0.3632065,-0.7214993,-0.03005682,-0.5860593,-0.46359432,0.681955,0.41682658,-0.54410005,0.21763358,-0.39423048,0.20473626,0.43562877,0.071361445,0.20957711,0.62014425,-0.51533514,-0.75997365,-0.32698125,0.5150712,0.737851,-0.35157633,0.17836562,0.8541324,0.41536683,0.07471475,-0.18859164,0.6586612,-0.18187863,0.6762373,0.7909169,0.55985475,0.5057932,-0.56691515,-0.03303301,0.44984442,-0.10958216,-0.6108668,-0.222767,0.60503626,-0.1780607,0.035742044
"(np.int64(82), 'D06AX12')",0.021900319,0.5431149,0.013933808,0.22988777,0.08222956,-0.23649651,0.31516993,0.77859354,0.87843174,-0.5647518,0.15028292,0.50193995,0.9054979,0.45611173,-0.25652748,0.4309798,-0.33180606,-0.3084908,1.0195091,-0.663014,0.13277678,0.04107414,-0.2549348,-0.028467685,-0.08011739,0.6732384,-0.19903167,-0.62399894,0.12244412,0.4784158,0.21785851,0.10683137,0.22441742,0.30708086,0.22102344,-0.9398123,0.87008077,0.020397276,-0.15954205,0.2755453,-0.8584496,0.3810525,1.4621634,0.5299765,0.17671195,0.41341925,0.8545896,-0.13167213,0.28199401,0.45950043,0.15363373,0.179538,-0.119127914,0.5729273,0.49778035,-0.025031418,0.33848208,0.20228824,-0.40424672,-0.6099473,0.036197282,-0.23526745,-0.30968356,0.081231505
"(np.int64(82), 'J01GB06')",-0.35420346,0.2489884,0.1474823,-0.028293483,-0.7470036,0.2925775,-0.1755997,0.8001326,0.21811208,-0.1585345,-0.106607944,0.6880919,0.9428642,0.76000345,-0.4579029,0.46714032,0.10658287,0.014741212,1.3085655,-0.20596053,0.19924244,0.66822755,-0.3298646,-0.24194714,-0.56129074,-0.71406275,-0.21055304,-0.52557313,0.2998208,0.39338413,-0.12665966,0.60027874,-0.3683556,0.17446944,0.5009786,-0.62506926,-0.2807529,-0.4716807,-0.25758994,0.050744474,-0.4395592,0.29038885,0.9956757,-0.2361559,0.40776372,0.33794662,0.18448132,-0.39117414,0.25788537,0.5424655,-0.21534921,0.21918842,0.44027793,0.3585972,0.24327052,-0.003688991,-0.45478937,-0.45778018,0.042570934,-0.45045865,0.5114526,0.21342672,-0.48501414,-0.5021015
"(np.int64(82), 'S01AA21')",-0.366943,1.192712,-0.14799877,0.8581002,-0.24229506,-0.10093552,-0.59676147,0.24430536,0.029328175,0.0857707,-0.88760364,0.9690009,-0.2899114,1.0069048,0.058248848,0.07228105,0.6479055,0.009322539,0.13699853,1.0303024,0.048020042,0.062150598,-0.27928844,-1.0298603,-0.06898309,0.027912803,0.600446,-0.99614894,-0.28510314,-0.2068705,-0.54116166,-0.5097153,-0.53379995,-0.27112606,-0.34968835,-0.05742056,0.41110706,-1.0842369,-0.832559,0.24684235,-1.0490824,0.21709822,0.19850998,0.14202991,0.4414285,-0.20898694,-0.5883216,-0.11789321,0.1659687,0.5354979,0.83684415,0.2996645,0.48297545,0.047369085,0.5677955,0.030927092,0.22816175,-0.12983185,-0.039779812,0.31983152,0.6222001,0.5561738,-0.10499905,-0.38341206
"(np.int64(83), 'C03DB01')",-0.3324798,-0.107374,0.082021795,0.3607304,-0.50206614,-0.09710621,0.18686125,-0.3089208,0.38323355,-0.4452806,0.2539947,0.22534345,0.17530258,0.18308914,0.6556035,-0.5896268,-0.25093442,0.37302032,0.15183695,0.70451576,-0.52807754,0.053598117,-0.77971596,0.20743667,0.7176317,-0.72870183,0.2557194,-0.6101641,-0.49333668,-0.0010943469,0.13583326,-0.63792044,-0.03247896,0.24903008,-0.18665409,0.09875484,-0.16067602,-0.14912853,-0.15845755,0.73519737,0.015815198,-0.07996091,-0.004373003,-0.0837688,-0.58097064,-0.59277004,-0.394692,0.12562247,0.050255664,0.0023195036,0.37961775,-0.562947,0.03751579,-0.44755572,0.15294154,-0.03915595,-0.4261184,0.26576427,0.37294,0.77615404,0.23186937,-0.21591705,-0.20647003,0.28069806
"(np.int64(84), 'L02BG01')",-0.050922245,0.23396513,0.15498753,-0.34328285,0.48849508,-0.34838367,0.1228968,0.69049925,0.016038895,0.48376483,-0.34857798,0.7693364,0.7918137,0.42115974,-0.2712198,0.9632943,-0.55572504,-0.015966788,0.65061873,-0.90337306,0.7173821,0.28326505,0.32539892,-0.23498167,-1.0814501,0.46192425,-0.45924824,-1.6865858,0.70585686,0.29891187,-0.066945404,0.946896,-0.6631701,-0.018346528,0.36305904,-0.37644547,0.662033,0.112290025,-0.40590426,-0.71752113,-0.458279,0.27922773,0.7615557,0.542636,0.784889,0.6053166,0.37385148,0.10696161,0.7297985,0.5191499,-0.15269257,0.3427603,-0.0072289705,0.7293,-0.2942842,0.06513269,0.06832306,0.04427895,-0.47412375,-0.21385387,0.086368635,-0.05744736,0.36123484,0.27504036
"(np.int64(85), 'R03DA05')",-0.6517014,0.3721337,0.58365417,-0.17244871,-0.4664588,0.67075735,0.7840222,0.71945065,-0.58761674,-1.3201686,1.2034241,0.18192393,0.32738853,-0.38812423,1.4102439,-0.11762659,-0.55225104,0.66621184,-0.64026123,0.21587169,-1.1184121,0.09221552,-0.91642475,0.22187349,0.792359,-0.39635664,0.46173972,-0.8669379,-1.7236341,0.83387816,0.26306385,-0.009110853,0.269306,1.0741179,-0.4924257,-1.5344919,0.35463035,-1.1627512,-0.64566493,1.0622493,-0.6539819,-0.30137306,-0.9519727,0.7380043,-1.1148863,-1.3088862,-1.1025791,0.6769924,0.037872,0.06708936,0.39684582,-0.82113993,-0.61104894,-0.6742516,-0.11642653,0.7288324,-0.02762235,-1.2415547,0.1095064,1.4352055,0.91716325,-0.9267702,-0.5842202,0.2165662
"(np.int64(86), 'C01BD01')",-0.12956564,0.3192105,1.1171902,-0.5561017,0.057612997,0.5423429,1.3116215,0.78750336,-0.04990942,-1.1143832,1.2495701,-0.4334394,1.0188035,-0.13906206,0.35442275,-0.09717795,-0.2720763,0.24931553,0.087871954,-0.596738,-0.093010515,-0.11388345,-0.43657172,1.0146304,0.49672896,0.69281495,-0.28875077,-0.78679276,-0.1937821,1.7455059,0.67550516,0.18739122,-0.35491985,0.66339505,-0.5272451,-1.6557264,0.14837436,-0.28216806,-0.8987185,0.32174203,-0.4021073,-0.054993887,-0.0053360984,0.8397548,-0.4599245,-0.37024066,0.4177275,0.043282688,-0.40742275,0.42355117,0.7346174,-0.26765254,0.15305342,0.0038693547,0.33470204,0.1804774,0.6269686,-0.36250737,-0.07587041,-0.48598075,0.5901191,-0.86199033,-0.09467483,0.80810314
"(np.int64(87), 'N06AA09')",0.18270957,0.8390126,0.049589194,-0.7783449,0.13693582,0.7026254,0.8042808,1.0251162,0.41251886,-1.1771111,0.83383524,-1.3601037,0.014000177,0.31616944,1.5627518,-0.6052638,-0.47625625,0.8316864,-0.21904883,-0.15074068,-1.2399383,-0.2605258,-1.3888252,0.3748256,0.7722662,0.44014555,0.00056377053,-1.1759367,-1.2402256,1.5260288,0.8995192,-0.9271315,-0.107648015,0.84417343,-0.7118757,-1.4525541,0.08241157,-1.4472353,-0.3513475,0.64356625,-0.9071834,-0.5734992,-0.57247496,0.9022896,-1.2814426,-0.7614896,-1.3135543,0.7985039,-0.52430147,0.1296803,0.061137736,-1.0104146,-0.29989156,-0.6068933,0.64303845,0.04803986,-0.23388565,-0.8223576,-0.06801501,0.94179636,0.8023869,-1.2765617,-0.528794,0.6226714
"(np.int64(88), 'A01AD07')",0.42181748,0.42616904,0.30396938,0.4826874,0.39856088,0.8710437,0.8092438,0.38451985,0.46742195,-0.19289336,-0.29657608,-0.16108577,-0.101224095,1.0139803,-0.34140843,0.8363502,0.6625802,-0.13471757,0.54016614,0.10846839,-0.2762684,1.0745533,-0.96730757,-0.7856677,-0.14274001,0.5894536,-0.21786878,0.15159439,1.0463195,0.6089389,0.4790389,0.32939324,-0.608217,0.46725765,0.7544477,-0.7411475,-0.27104712,-0.0035114586,-0.2905684,-0.35467845,-0.47085127,1.0280504,1.1043669,0.20591092,-0.35307315,-0.01884289,0.7714309,-0.8657714,-0.7199967,0.6381848,0.27800983,-0.36079141,-0.49973118,0.33011398,0.1473846,-0.040805414,-0.46901378,0.06680906,-0.5525761,-0.3973019,-0.42589915,0.69131523,0.77743745,-0.2912347
"(np.int64(88), 'R03DX01')",0.5378313,0.6302191,0.83681804,0.21803723,0.2509348,0.8650182,0.7947688,1.213829,1.1308545,-0.27638906,0.6273154,-0.6289076,0.45461315,0.87443143,0.38587958,0.7291684,-0.06926368,-0.18138413,-0.53992444,0.31395304,-0.962072,0.43711975,-0.7146299,-0.3043958,0.08749023,0.556263,-0.002456382,0.43962267,-0.52180904,1.5463641,0.7392181,0.34269863,0.07356249,0.8279103,0.31783897,-1.1473544,-0.37589785,0.23339173,-0.66655594,0.4810826,-0.8285538,-0.3624732,0.44204623,-0.7882464,-0.4221773,0.06697869,-0.38249558,-0.18923113,0.1825283,1.0271604,-0.49854627,-0.2121058,0.39279687,-0.31554672,-0.27677912,-0.1587717,-0.1705218,-0.70910484,-0.4513028,-0.48234338,0.5513792,-0.35420236,0.10399842,-0.9603838
